"EnrichmentMap::Colouring (gat_d_en)","EnrichmentMap::ES (gat_d_en)","EnrichmentMap::fdr_qvalue (gat_d_en)","EnrichmentMap::fwer_qvalue (gat_d_en)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (gat_d_en)","EnrichmentMap::pvalue (gat_d_en)","MCODE::Clusters (2)","MCODE::Node Status (2)","MCODE::Score (2)","name","selected","shared name","wordcloud.sync"
"0.9999999999999999",,"7.910883597499965E-17",,"COL3A1|AGT|COL4A3|COL1A1|NAXE|RSPO3|ADAMTS9|COL1A2|COL4A1|MMP2|DAG1|ANGPT1|ANGPT4|PTN|TAFA5|KDR|BMPER|FGF10|IGF2|IGF1|EGFL7|VEGFA|PCSK5|ADGRG1|MMRN2|PDGFB|ENPP2|LAMA4|VEGFB|EFNA1|CXCL12","vasculature development","31","ENR","GO:0001944","1.0","7.910883597499965E-17","Cluster 1","Clustered","118.75862068965517","GO:0001944","false","GO:0001944","false"
"0.9994770985441256",,"5.229014558744268E-4",,"APOC1|SERPINA3K|ANGPT1|TFPI|ITIH4|ANGPT4|SERPINA3B|PTN|SERPINA1A|AGT|VTN|NPNT|KDR|COL4A3|COL28A1|CAP2","regulation of catalytic activity","16","ENR","GO:0050790","1.0","5.229014558744268E-4","Cluster 3","Clustered","17.454545454545453","GO:0050790","false","GO:0050790","false"
"0.9998616254874676",,"1.3837451253237212E-4",,"PTN|KDR|COL4A3|FGF10|IGF2|IGF1|EGFL7|VEGFA|LAMA5|MMRN2|PDGFB|VEGFB|CXCL12","regulation of epithelial cell proliferation","13","ENR","GO:0050678","1.0","1.3837451253237212E-4","Cluster 1","Clustered","115.79262810908001","GO:0050678","false","GO:0050678","false"
"0.9998077292260423",,"1.9227077395764144E-4",,"EGFL7|VEGFA|PTN|PDGFB|KDR|VEGFB|FGF10|CXCL12|IGF2|IGF1","positive regulation of epithelial cell proliferation","10","ENR","GO:0050679","1.0","1.9227077395764144E-4","Cluster 1","Clustered","118.41515236231479","GO:0050679","false","GO:0050679","false"
"0.9999999967934236",,"3.206576490028884E-9",,"COL3A1|POSTN|ELN|ADAMTS12|AGT|VTN|NPNT|MFAP4|COL4A3|COL28A1|COL4A5|COL1A1|ADAMTS9|ADAMTS16|OLFML2B|COL1A2|COL4A1|COL5A2|ADAMTS14|ADAMTS7|CHADL|KAZALD1|LUM|ECM2|LAMB1|QSOX1|MMP2|DAG1|ANGPT1|ANGPT4|PTN|RETN|INSL3|TRF|TAFA5|KDR|TNC|BMPER|FGF10|PODN|IGF2|IGF1|EGFL7|VEGFA|PCSK5|ADGRG1|ADIPOQ|LAMA5|MMRN2|PDGFB|ENPP2|LAMA4|VEGFB|EFNA1|CXCL12|C1QBP|PTGDS|LIPG|REN1|APOC1|TFPI|IL15RA|IL17RB|PRXL2A|FGFBP3|FABP5|THPO|ASPN|CPE|RNLS|ZBED3|FGL2|LPL|PI16|RSPO3|SPON1|MMRN1|SPARCL1|IGFBP7|CFD|MASP1|GREM2|NRG4|CPZ|C1QTNF12|CTF1|HP|YBX1|CAP2|ACRBP|SERPINA3K|ITIH4|SERPINA3B|SERPINA1A|SERPINA3C|C2|PCOLCE|NAMPT|HNRNPA2B1|C1QTNF2|PON1|LGI3|DHRS11","biological regulation","103","ENR","GO:0065007","1.0","3.206576490028884E-9","Cluster 1","Clustered","119.60699102503543","GO:0065007","false","GO:0065007","false"
"0.997994021182803",,"0.0020059788171970074",,"REN1|COL3A1|POSTN|TFPI|ELN|AGT|FGFBP3|VTN|FABP5|CPE|RNLS|ZBED3|LPL|ADAMTS16|MMRN1|COL1A2|SPARCL1|C1QTNF12|YBX1|MMP2|DAG1|ANGPT1|PTN|RETN|TRF|KDR|FGF10|NAMPT|IGF2|IGF1|VEGFA|PCSK5|ADGRG1|ADIPOQ|DHRS11|PDGFB|LAMA4|EFNA1|CXCL12|LIPG","regulation of biological quality","40","ENR","GO:0065008","1.0","0.0020059788171970074","Cluster 1","Clustered","114.34757347915242","GO:0065008","false","GO:0065008","false"
"0.99990487189868",,"9.512810131995846E-5",,"PON1|REN1|APOC1|RETN|AGT|LIPG","regulation of lipid localization","6","ENR","GO:1905952","1.0","9.512810131995846E-5","Cluster 9","Clustered","22.475783475783476","GO:1905952","false","GO:1905952","false"
"0.9885066542143478",,"0.0114933457856522",,"DAG1|LAMA5|FGF10|IGF2|IGF1","exocrine system development","5","ENR","GO:0035272","1.0","0.0114933457856522","Cluster 5","Clustered","91.44203312392919","GO:0035272","false","GO:0035272","false"
"0.9999999801307811",,"1.9869218974056484E-8",,"DAG1|VTN|NPNT|COL4A3|TNC|COL4A5|COL1A1|COL1A2|COL4A1|LAMA5|COL4A4|LAMA4|LAMB1","ECM-receptor interaction","13","ENR","KEGG:04512","1.0","1.9869218974056484E-8","Cluster 2","Clustered","35.55882352941176","KEGG:04512","false","KEGG:04512","false"
"0.9943814455783079",,"0.005618554421692167",,"VEGFA|ADAMTS16|COL4A1|LAMA5|AGT|NPNT","renal tubule development","6","ENR","GO:0061326","1.0","0.005618554421692167","Cluster 4","Clustered","48.75983061101029","GO:0061326","false","GO:0061326","false"
"0.9998649531406373",,"1.350468593627337E-4",,"APOC1|SERPINA3K|ANGPT1|TFPI|ITIH4|ANGPT4|SERPINA3B|PTN|SERPINA1A|AGT|VTN|NPNT|KDR|COL4A3|COL28A1|PON1|SPON1|GREM2|CAP2","regulation of molecular function","19","ENR","GO:0065009","1.0","1.350468593627337E-4","Cluster 3","Clustered","17.905263157894737","GO:0065009","false","GO:0065009","false"
"0.9999701318999904",,"2.986810000959882E-5",,"VEGFA|DAG1|ANGPT1|THPO|VEGFB|C1QTNF12|CXCL12|C1QBP|IGF2|IGF1","regulation of protein kinase B signaling","10","ENR","GO:0051896","1.0","2.986810000959882E-5","Cluster 1","Clustered","110.44369453818273","GO:0051896","false","GO:0051896","false"
"0.9998739643834511",,"1.2603561654884085E-4",,"VEGFA|ANGPT1|MMRN2|KDR|VEGFB|FGF10","vascular endothelial growth factor receptor signaling pathway","6","ENR","GO:0048010","1.0","1.2603561654884085E-4","Cluster 1","Clustered","114.83340489480463","GO:0048010","false","GO:0048010","false"
"0.9999999616259013",,"3.83740987078071E-8",,"EGFL7|POSTN|PCSK5|ADIPOQ|RETN|AGT|VTN|PDGFB|TAFA5|IGF1","smooth muscle cell migration","10","ENR","GO:0014909","1.0","3.83740987078071E-8","Cluster 10","Clustered","57.16346153846154","GO:0014909","false","GO:0014909","false"
"0.9999961761171211",,"3.823882878864641E-6",,"COL3A1|AGT|FGFBP3|FABP5|NPNT|THPO|ZBED3|COL1A1|RSPO3|C1QTNF12|LAMB1|ANGPT1|PTN|RETN|INSL3|KDR|BMPER|FGF10|IGF2|IGF1|C1QTNF2|VEGFA|PCSK5|ADGRG1|ADIPOQ|PDGFB|VEGFB|EFNA1|CXCL12|C1QBP","positive regulation of signaling","30","ENR","GO:0023056","1.0","3.823882878864641E-6","Cluster 1","Clustered","118.79396551724139","GO:0023056","false","GO:0023056","false"
"0.9999825837051504",,"1.7416294849601617E-5",,"REN1|COL3A1|POSTN|ADAMTS12|AGT|FGFBP3|FABP5|NPNT|THPO|ASPN|ZBED3|COL1A1|RSPO3|IGFBP7|GREM2|C1QTNF12|KAZALD1|LAMB1|YBX1|DAG1|ANGPT1|PTN|RETN|INSL3|KDR|BMPER|FGF10|IGF2|IGF1|C1QTNF2|EGFL7|VEGFA|PCSK5|ADGRG1|ADIPOQ|MMRN2|PDGFB|VEGFB|EFNA1|CXCL12|C1QBP","regulation of signaling","41","ENR","GO:0023051","1.0","1.7416294849601617E-5","Cluster 1","Clustered","117.24778678594726","GO:0023051","false","GO:0023051","false"
"0.971172047484967",,"0.028827952515033027",,"VEGFA|DAG1|PCSK5|ENPP2|KDR","positive regulation of cell-matrix adhesion","5","ENR","GO:0001954","1.0","0.028827952515033027","Cluster 7","Clustered","75.82710481099656","GO:0001954","false","GO:0001954",
"0.9767082232240585",,"0.023291776775941492",,"VEGFA|ANGPT1|AGT|PDGFB|KDR|C1QBP|IGF1","phosphatidylinositol-mediated signaling","7","ENR","GO:0048015","1.0","0.023291776775941492","Cluster 1","Clustered","115.84362711080269","GO:0048015","false","GO:0048015","false"
"0.9999986004446789",,"1.3995553210938993E-6",,"MMP2|DAG1|ANGPT1|ADAMTS12|AGT|NPNT|KDR|TNC|FGF10|IGF1|RSPO3|VEGFA|ADAMTS16|COL4A1|LAMA5|MMRN2|CXCL12","morphogenesis of an epithelium","17","ENR","GO:0002009","1.0","1.3995553210938993E-6","Cluster 1","Clustered","97.01579023612922","GO:0002009","false","GO:0002009","false"
"0.9999955951802385",,"4.404819761479674E-6",,"COL3A1|ANGPT1|ADAMTS12|AGT|FGFBP3|NPNT|KDR|ASPN|BMPER|FGF10|COL1A1|VEGFA|COL1A2|MMRN2|PDGFB|GREM2|ADAMTS7|VEGFB","cellular response to growth factor stimulus","18","ENR","GO:0071363","1.0","4.404819761479674E-6","Cluster 1","Clustered","96.11858647638465","GO:0071363","false","GO:0071363","false"
"0.9999934871504869",,"6.51284951313791E-6",,"COL3A1|POSTN|ADAMTS12|AGT|NPNT|COL4A3|COL4A5|COL1A1|OLFML2B|COL1A2|COL4A1|ADAMTS14|KAZALD1|LAMB1|DAG1|ANGPT1|ANGPT4|PTN|RETN|INSL3|TRF|TAFA5|KDR|TNC|BMPER|FGF10|IGF2|IGF1|EGFL7|VEGFA|PCSK5|ADGRG1|ADIPOQ|LAMA5|MMRN2|PDGFB|VEGFB|EFNA1|CXCL12|C1QBP|REN1|IL15RA|IL17RB|FGFBP3|FABP5|THPO|ASPN|CPE|ZBED3|LPL|RSPO3|SPARCL1|IGFBP7|CFD|MASP1|GREM2|NRG4|CPZ|C1QTNF12|CTF1|HP|YBX1|CAP2|FJX1|NAMPT|C1QTNF2","signaling","66","ENR","GO:0023052","1.0","6.51284951313791E-6","Cluster 1","Clustered","119.60699102503543","GO:0023052","false","GO:0023052","false"
"0.9999999999990318",,"9.681881787180584E-13",,"COL3A1|DAG1|ANGPT1|POSTN|PTN|ADAMTS12|VTN|NPNT|KDR|COL1A1|ADAMTS9|VEGFA|PCSK5|LAMA5|PDGFB|ENPP2|EFNA1|ECM2|C1QBP|LAMB1","cell-substrate adhesion","20","ENR","GO:0031589","1.0","9.681881787180584E-13","Cluster 7","Clustered","74.2461430575035","GO:0031589","false","GO:0031589",
"0.9999844955195577",,"1.5504480442264795E-5",,"VEGFA|ANGPT1|THPO|VEGFB|C1QTNF12|CXCL12|C1QBP|IGF2|IGF1","positive regulation of protein kinase B signaling","9","ENR","GO:0051897","1.0","1.5504480442264795E-5","Cluster 1","Clustered","112.68716976019509","GO:0051897","false","GO:0051897","false"
"0.975875860187498",,"0.024124139812502013",,"POSTN|IL17RB|AGT|VTN|FABP5|NPNT|THPO|COL4A3|ZBED3|LPL|COL1A1|SPON1|CTF1|LUM|YBX1|ACRBP|DAG1|ANGPT1|ANGPT4|RETN|TRF|KDR|TNC|PCOLCE|NGRN|FGF10|NAMPT|HNRNPA2B1|IGF2|IGF1|C1QTNF2|VEGFA|ADIPOQ|KARS|PDGFB|ENPP2|VEGFB|TCP1|EFNA1","positive regulation of metabolic process","39","ENR","GO:0009893","1.0","0.024124139812502013","Cluster 1","Clustered","111.56636851520572","GO:0009893","false","GO:0009893","false"
"0.9997258167284834",,"2.7418327151663784E-4",,"PCSK5|ADIPOQ|AGT|PDGFB|TAFA5","regulation of vascular associated smooth muscle cell migration","5","ENR","GO:1904752","1.0","2.7418327151663784E-4","Cluster 10","Seed","58.48942307692308","GO:1904752","false","GO:1904752","false"
"0.9709251206427681",,"0.029074879357231905",,"VEGFA|KDR|VEGFB","VEGF ligand-receptor interactions","3","ENR","REAC:R-MMU-194313","1.0","0.029074879357231905","Cluster 1","Clustered","114.70674109059682","REAC:R-MMU-194313","false","REAC:R-MMU-194313","false"
"0.9999948351681623",,"5.164831837645254E-6",,"COL3A1|COL4A1|COL5A2|COL4A4|COL4A3|COL4A5","NCAM1 interactions","6","ENR","REAC:R-MMU-419037","1.0","5.164831837645254E-6","Cluster 2","Clustered","35.78752642706131","REAC:R-MMU-419037","false","REAC:R-MMU-419037","false"
"0.9999999999998173",,"1.8275540436205168E-13",,"COL3A1|POSTN|ELN|ADAMTS12|AGT|VTN|NPNT|COL4A3|ADAMTS15|COL1A1|ADAMTS9|ADAMTS16|COL1A2|COL4A1|COL5A2|LAMB1|MMP2|DAG1|ANGPT1|ANGPT4|PTN|TAFA5|KDR|TNC|BMPER|FGF10|IGF2|IGF1|EGFL7|VEGFA|PCSK5|ADGRG1|ADIPOQ|LAMA5|MMRN2|ENPP2|VEGFB|EFNA1|CXCL12|C1QBP|ASPN|CPE|NAXE|RSPO3|GREM2|YBX1|CAP2|ACRBP|FJX1","anatomical structure morphogenesis","49","ENR","GO:0009653","1.0","1.8275540436205168E-13","Cluster 1","Clustered","119.60699102503543","GO:0009653","false","GO:0009653","false"
"0.9737896013193881",,"0.02621039868061191",,"VEGFA|ANGPT1|AGT|PDGFB|KDR|C1QBP|IGF1","inositol lipid-mediated signaling","7","ENR","GO:0048017","1.0","0.02621039868061191","Cluster 1","Clustered","115.84362711080269","GO:0048017","false","GO:0048017","false"
"0.9999999759979142",,"2.400208574972221E-8",,"DAG1|ANGPT1|PTN|VTN|NPNT|KDR|IGF2|IGF1|VEGFA|PCSK5|MMRN1|ADGRG1|PDGFB|ENPP2|CXCL12|ECM2|C1QBP|LAMB1","positive regulation of cell adhesion","18","ENR","GO:0045785","1.0","2.400208574972221E-8","Cluster 1","Clustered","112.47644603458556","GO:0045785","false","GO:0045785","false"
"0.9999800146549809",,"1.998534501917243E-5",,"COL1A1|COL3A1|COL1A2|LAMA5|COL5A2|LAMA4|LAMB1","MET activates PTK2 signaling","7","ENR","REAC:R-MMU-8874081","1.0","1.998534501917243E-5","Cluster 6","Clustered","38.952439024390245","REAC:R-MMU-8874081","false","REAC:R-MMU-8874081","false"
"0.9869488773236699",,"0.013051122676330145",,"DAG1|ANGPT1|PTN|KDR|FGF10|VEGFA|LAMA5|PDGFB|ENPP2|VEGFB|EFNA1|CXCL12|C1QBP","chemotaxis","13","ENR","GO:0006935","1.0","0.013051122676330145","Cluster 1","Clustered","117.73426573426573","GO:0006935","false","GO:0006935","false"
"0.9999992987292553",,"7.012707446859243E-7",,"REN1|DAG1|ANGPT1|AGT|FGFBP3|TRF|NPNT|THPO|KDR|BMPER|FGF10|IGF2|IGF1|C1QTNF2|VEGFA|ADIPOQ|KARS|PDGFB|VEGFB|EFNA1|CXCL12","MAPK cascade","21","ENR","GO:0000165","1.0","7.012707446859243E-7","Cluster 1","Clustered","118.61917808219178","GO:0000165","false","GO:0000165","false"
"0.9891051677692775",,"0.01089483223072249",,"COL3A1|PCSK5|PTN|LAMA5|ADAMTS14|LAMB1","integrin-mediated signaling pathway","6","ENR","GO:0007229","1.0","0.01089483223072249","Cluster 2","Clustered","36.95006747638327","GO:0007229","false","GO:0007229","false"
"0.9999890601433543",,"1.0939856645710862E-5",,"VEGFA|DAG1|ANGPT1|THPO|KDR|VEGFB|C1QTNF12|CXCL12|C1QBP|IGF2|IGF1","protein kinase B signaling","11","ENR","GO:0043491","1.0","1.0939856645710862E-5","Cluster 1","Clustered","115.26806526806527","GO:0043491","false","GO:0043491","false"
"0.9895756864421574",,"0.010424313557842525",,"VEGFA|PTN|PDGFB|VEGFB|IGF2|YBX1","positive regulation of cell division","6","ENR","GO:0051781","1.0","0.010424313557842525","Cluster 1","Clustered","105.29312063808575","GO:0051781","false","GO:0051781","false"
"0.971012293186719",,"0.028987706813281035",,"REN1|AGT","ACE inhibitor pathway","2","ENR","WP:WP396","1.0","0.028987706813281035","Cluster 6","Clustered","39.534591194968556","WP:WP396","false","WP:WP396","false"
"0.9986589280830808",,"0.0013410719169192518",,"APOC1|DAG1|ANGPT1|ANGPT4|AGT|VTN|TRF|NPNT|THPO|KDR|BMPER|FGF10|ZBED3|IGF2|IGF1|VEGFA|ADIPOQ|PDGFB|ENPP2|VEGFB|EFNA1|CTF1","regulation of phosphate metabolic process","22","ENR","GO:0019220","1.0","0.0013410719169192518","Cluster 1","Clustered","119.60699102503543","GO:0019220","false","GO:0019220","false"
"0.9999999982275791",,"1.7724208473473633E-9",,"REN1|ANGPT1|AGT|NPNT|COL4A3|BMPER|FGF10|MMP17|VEGFA|ADAMTS16|PCSK5|ADIPOQ|COL4A1|LAMA5|PDGFB|COL4A4","renal system development","16","ENR","GO:0072001","1.0","1.7724208473473633E-9","Cluster 7","Clustered","71.55707450444292","GO:0072001","false","GO:0072001",
"0.9570836355099316",,"0.04291636449006843",,"REN1|AGT","aldosterone secretion","2","ENR","GO:0035932","1.0","0.04291636449006843","Cluster 6","Clustered","39.534591194968556","GO:0035932","false","GO:0035932","false"
"0.9999999999842185",,"1.578152053774603E-11",,"ANGPT1|ANGPT4|PTN|AGT|INSL3|KDR|BMPER|FGF10|IGF2|IGF1|ADAMTS9|VEGFA|MMRN2|PDGFB|ENPP2|EFNA1","regulation of epithelial cell migration","16","ENR","GO:0010632","1.0","1.578152053774603E-11","Cluster 1","Clustered","116.14024572969734","GO:0010632","false","GO:0010632","false"
"0.9999973470249756",,"2.652975024420189E-6",,"VEGFA|ANGPT1|ADAMTS16|ADIPOQ|LAMA5|AGT|PDGFB|NPNT|COL4A4|COL4A3","nephron development","10","ENR","GO:0072006","1.0","2.652975024420189E-6","Cluster 7","Clustered","65.0210970464135","GO:0072006","false","GO:0072006",
"0.9747409753834775",,"0.025259024616522546",,"PON1|REN1|APOC1|RETN|AGT|LIPG","lipid localization","6","ENR","GO:0010876","1.0","0.025259024616522546","Cluster 9","Clustered","22.475783475783476","GO:0010876","false","GO:0010876","false"
"0.9999999256568142",,"7.434318584704779E-8",,"VEGFA|ANGPT1|ANGPT4|AGT|INSL3|PDGFB|ENPP2|KDR|FGF10|IGF2|IGF1","positive regulation of epithelial cell migration","11","ENR","GO:0010634","1.0","7.434318584704779E-8","Cluster 1","Clustered","116.9718309859155","GO:0010634","false","GO:0010634","false"
"0.9999999998796162",,"1.2038380170543771E-10",,"ANGPT1|ANGPT4|PTN|AGT|INSL3|KDR|BMPER|FGF10|IGF2|IGF1|ADAMTS9|VEGFA|MMRN2|PDGFB|ENPP2|EFNA1|CXCL12","epithelial cell migration","17","ENR","GO:0010631","1.0","1.2038380170543771E-10","Cluster 1","Clustered","118.36930388593794","GO:0010631","false","GO:0010631","false"
"0.9570836355099316",,"0.04291636449006843",,"REN1|AGT","mineralocorticoid secretion","2","ENR","GO:0035931","1.0","0.04291636449006843","Cluster 6","Clustered","39.534591194968556","GO:0035931","false","GO:0035931","false"
"0.9851291981801881",,"0.01487080181981188",,"VEGFA|ADAMTS16|ADIPOQ|LAMA5|AGT|NPNT","nephron epithelium development","6","ENR","GO:0072009","1.0","0.01487080181981188","Cluster 7","Clustered","66.76333789329685","GO:0072009","false","GO:0072009",
"0.9999999954231473",,"4.57685269714561E-9",,"COL1A1|COL3A1|COL1A2|COL4A1|COL5A2|VTN|KDR|COL4A4|COL4A3|TNC|LUM|COL4A5","Integrin cell surface interactions","12","ENR","REAC:R-MMU-216083","1.0","4.57685269714561E-9","Cluster 2","Clustered","35.053061224489795","REAC:R-MMU-216083","false","REAC:R-MMU-216083","false"
