GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:2000026	regulation of multicellular organismal development	2.5466007052371246e-21	2.5466007052371246e-21	+1	SERPINE1,LEP,APOH,MUP20,CELA1,THBS1,FSTL3,HAMP,NOG,PLG,HRG,FGF1,GDNF,PRL3C1,METRN,SEMA3F,FGF9,BMP2,DKK4,BMP6,TNN,REG3G,SFRP1,FAM20C,IL17D,ANXA1,SLIT1,PTH,VEGFC,MGP,TG,ADAMTS1,FSTL4,SRPX2,BMP10,TNR,WNT9A,FGF2,SEMA3G,CCBE1,MAPT,CCN1,SERPINE2,BMP4,LAMA3,COMP,LAMA5,PGF,INHBA,VEGFB,IL34,NGF,CCL11,COL4A2,CCL24,LOX,ANGPTL3,WNT5A,NTN1,LTBP3,SMOC2,ANXA2,FBLN5,ENPP2,BAG6,BGLAP2
GO:0048870	cell motility	7.73294409180748e-21	7.73294409180748e-21	+1	SERPINE1,LEP,APOH,SAA3,THBS1,NOG,TEX101,PLG,HRG,FGF1,LBP,GDNF,GPC1,SEMA3F,CCK,FGF9,BMP2,CXCL1,GP2,TNN,FGF21,SFRP1,MYOC,ANXA1,SLIT1,VEGFC,CCL1,MMP7,ADAMTS1,CEMIP,SRPX2,BMP10,TNR,FGF5,FGF2,SEMA3G,CCBE1,MAPT,CCN1,BMP4,WNT11,WNT5B,LAMA3,APP,APOB,LAMA5,PGF,PDGFA,CXCL14,PDGFB,KIRREL3,VEGFB,MATN2,GPC4,HBEGF,IL34,PLTP,LAMB3,CCL11,CCL24,LOX,ANGPTL3,NTN4,WNT5A,NTN1,SMOC2,PDGFC,LAMB2,ENPP2
GO:0007275	multicellular organism development	1.5300213312321785e-20	1.5300213312321785e-20	+1	IFNA9,SFRP5,CRTAC1,SERPINE1,LEP,APOH,BMP3,MUP20,SERPINF2,CELA1,THBS1,FSTL3,HAMP,PZP,HAPLN3,NOG,PLG,HRG,FGF1,GDNF,PRL3C1,METRN,GPC1,OLFM1,SEMA3F,CCK,FGF9,BMP2,CXCL1,CRYAB,SPOCK1,DKK4,MFGE8,BMP6,TNN,CHAD,REG3G,AGR2,SFRP1,FAM20C,MYOC,ADAMTSL2,IL17D,ANXA1,SLIT1,SLIT3,SMOC1,STC2,REG1,PTH,MMP24,VEGFC,MGP,MMP13,TG,ADAMTS1,MUG1,FSTL4,SRPX2,BMP10,TNR,FGF5,WNT9A,FGF2,WFIKKN2,SEMA3G,CCBE1,MAPT,INHBB,ARG1,LGALS1,EPHB6,CCN1,SERPINE2,BMP4,WNT11,BMP5,WNT5B,LAMA3,MATN3,APP,COMP,APOB,HSPG2,LAMA5,PGF,PDGFA,PKHD1,PDGFB,INHBA,KIRREL3,VEGFB,MATN2,GPC4,COL15A1,EDA,HBEGF,IL34,NGF,LAMB3,CCL11,COL4A2,CCL24,LOX,TULP3,GSN,BCHE,ANGPTL3,NTN4,PCDH12,WNT5A,NTN1,BGN,LTBP3,SMOC2,ANXA2,PDGFC,FBLN5,LAMB2,CRISPLD2,ENPP2,BAG6,BGLAP2
GO:0048731	system development	2.591346595163574e-20	2.591346595163574e-20	+1	IFNA9,SFRP5,CRTAC1,SERPINE1,LEP,APOH,BMP3,MUP20,SERPINF2,CELA1,THBS1,FSTL3,HAMP,HAPLN3,NOG,PLG,HRG,FGF1,GDNF,METRN,GPC1,OLFM1,SEMA3F,CCK,FGF9,BMP2,CXCL1,CRYAB,SPOCK1,MFGE8,BMP6,TNN,CHAD,AGR2,SFRP1,FAM20C,MYOC,ADAMTSL2,IL17D,ANXA1,SLIT1,SLIT3,SMOC1,REG1,PTH,MMP24,VEGFC,MGP,MMP13,TG,ADAMTS1,FSTL4,SRPX2,BMP10,TNR,FGF5,WNT9A,FGF2,WFIKKN2,SEMA3G,CCBE1,MAPT,INHBB,ARG1,LGALS1,EPHB6,CCN1,SERPINE2,BMP4,WNT11,BMP5,WNT5B,LAMA3,MATN3,APP,COMP,APOB,HSPG2,LAMA5,PGF,PDGFA,PKHD1,PDGFB,INHBA,KIRREL3,VEGFB,MATN2,GPC4,COL15A1,EDA,HBEGF,IL34,NGF,CCL11,COL4A2,CCL24,LOX,TULP3,GSN,BCHE,ANGPTL3,NTN4,WNT5A,NTN1,BGN,LTBP3,SMOC2,ANXA2,PDGFC,FBLN5,LAMB2,CRISPLD2,ENPP2,BAG6,BGLAP2
GO:0007167	enzyme-linked receptor protein signaling pathway	3.1567113654119076e-20	3.1567113654119076e-20	+1	SFRP5,LEP,BMP3,THBS1,FSTL3,NOG,HRG,FGF1,GDNF,GPC1,FGF9,BMP2,OTOL1,PIGR,BMP6,FGF21,AGR2,SFRP1,FAM20C,MYOC,ADAMTSL2,VWA2,VEGFC,IGFBP4,FSTL4,BMP10,FGF5,LTBP4,FGF2,WFIKKN2,CCBE1,INHBB,EPHB6,CCN1,BMP4,BMP5,BTC,COMP,PGF,PDGFA,PDGFB,INHBA,VEGFB,HBEGF,NGF,COL4A2,LOX,WNT5A,LTBP3,SMOC2,PDGFC
GO:0048583	regulation of response to stimulus	3.753524380951133e-20	3.753524380951133e-20	+1	IFNA9,SFRP5,HPX,SERPINE1,LEP,APOH,BMP3,SERPINF2,THBS1,FSTL3,HAMP,PLA2G5,FBP1,NOG,PLG,HRG,FGF1,KNG1,LBP,GDNF,PRL3C1,GPC1,RSPO1,LYPD6,DKKL1,SEMA3F,CCK,FGF9,BMP2,CXCL1,BPIFB1,DKK4,SMPDL3B,PIGR,BMP6,TNN,FGF21,REG3G,AGR2,SFRP1,FAM20C,MYOC,ADAMTSL2,ANXA1,SLIT1,SLIT3,PTH,VWA2,VEGFC,FGB,CCL1,KNG2,IGFBP4,FSTL4,OLFM4,BMP10,TNR,WNT9A,ENHO,FGF2,WFIKKN2,SEMA3G,CCBE1,MAPT,INHBB,ARG1,LGALS1,CCN1,SERPINE2,BMP4,WNT11,BMP5,KLKB1,WNT5B,BTC,APP,CFI,WIF1,PGF,PDGFA,CXCL14,PKHD1,PDGFB,INHBA,VEGFB,GPC4,MASP1,EDA,HBEGF,IL34,NGF,CCL11,C1QTNF9,CCL24,LOX,TULP3,NENF,WNT5A,ENPP3,TIMP3,SMOC2,ANXA2,PDGFC,FBLN5,LAMB2,BAG6,BGLAP2
GO:0051239	regulation of multicellular organismal process	4.8332683530979275e-20	4.8332683530979275e-20	+1	APOA5,SERPINE1,LEP,APOH,MUP20,SERPINF2,CELA1,THBS1,FSTL3,HAMP,ADAMTS5,NOG,PLG,HRG,FGF1,ALB,KNG1,LBP,GDNF,PRL3C1,METRN,OLFM1,SEMA3F,CCK,FGF9,BMP2,DKK4,BMP6,TNN,FGF21,REG3G,SFRP1,FAM20C,IL17D,ANXA1,SLIT1,STC2,PTH,VEGFC,FGB,MGP,CCL1,TG,KNG2,ADAMTS1,FSTL4,SRPX2,BMP10,TNR,AZGP1,WNT9A,FGF2,SEMA3G,CCBE1,MAPT,INHBB,ARG1,CCN1,SERPINE2,BMP4,WNT11,KLKB1,LAMA3,APP,COMP,LAMA5,PGF,PDGFA,PDGFB,INHBA,VEGFB,HBEGF,IL34,NGF,CCL11,COL4A2,CCL24,LOX,ANGPTL3,NTN4,WNT5A,NTN1,LTBP3,SMOC2,ANXA2,PDGFC,FBLN5,ENPP2,BAG6,BGLAP2
GO:0035239	tube morphogenesis	7.604105665272943e-20	7.604105665272943e-20	+1	SFRP5,SERPINE1,LEP,APOH,SERPINF2,CELA1,THBS1,NOG,PLG,HRG,FGF1,GDNF,FGF9,BMP2,MFGE8,TNN,AGR2,SFRP1,ANXA1,VEGFC,MGP,ADAMTS1,SRPX2,FGF2,CCBE1,CCN1,BMP4,WNT11,BMP5,COMP,APOB,LAMA5,PGF,PKHD1,VEGFB,COL15A1,EDA,HBEGF,CCL11,COL4A2,CCL24,LOX,TULP3,ANGPTL3,WNT5A,NTN1,SMOC2,ANXA2,FBLN5,ENPP2
GO:0048856	anatomical structure development	2.48572119031924e-19	2.48572119031924e-19	+1	IFNA9,SFRP5,CRTAC1,APOA5,SERPINE1,LEP,APOH,BMP3,MUP20,SERPINF2,CELA1,THBS1,FSTL3,HAMP,MSLN,ADAMTS5,PZP,HAPLN3,NOG,PLG,HRG,FGF1,GDNF,PRL3C1,METRN,GPC1,OLFM1,SEMA3F,CCK,FGF9,BMP2,CXCL1,CRYAB,SPOCK1,DKK4,OTOL1,MFGE8,BMP6,TNN,FGF21,CHAD,REG3G,AGR2,SFRP1,FAM20C,MYOC,ADAMTSL2,IL17D,ANXA1,SLIT1,SLIT3,SMOC1,STC2,REG1,PTH,MMP24,VEGFC,EGFLAM,MGP,MMP13,TG,ADAMTS1,MUG1,FSTL4,OLFM4,SRPX2,BMP10,TNR,FGF5,WNT9A,FGF2,WFIKKN2,SEMA3G,CCBE1,MAPT,INHBB,ARG1,LGALS1,EPHB6,CCN1,SERPINE2,BMP4,WNT11,BMP5,WNT5B,LAMA3,MATN3,APP,WIF1,COMP,APOB,HSPG2,LAMA5,PGF,PDGFA,CXCL14,PKHD1,PDGFB,INHBA,KIRREL3,VEGFB,MATN2,GPC4,COL15A1,EDA,HBEGF,IL34,NGF,LAMB3,CCL11,COL4A2,CCL24,LOX,CDSN,TULP3,GSN,BCHE,ANGPTL3,NTN4,PCDH12,WNT5A,NTN1,BGN,ADAMTSL4,LTBP3,SMOC2,ANXA2,PDGFC,FBLN5,SPARCL1,LAMB2,CRISPLD2,ENPP2,BAG6,BGLAP2
GO:0040011	locomotion	1.1683268347548888e-18	1.1683268347548888e-18	+1	SERPINE1,APOH,SAA3,THBS1,NOG,TEX101,HRG,FGF1,LBP,GDNF,SEMA3F,FGF9,BMP2,CXCL1,TNN,FGF21,SFRP1,MYOC,ANXA1,SLIT1,SLIT3,VEGFC,CCL1,MMP7,ADAMTS1,CEMIP,SRPX2,BMP10,TNR,FGF5,FGF2,SEMA3G,CCBE1,EPHB6,CCN1,BMP4,WNT11,WNT5B,LAMA3,APP,LAMA5,PGF,PDGFA,CXCL14,PDGFB,VEGFB,MATN2,HBEGF,IL34,CCL11,CCL24,LOX,ANGPTL3,WNT5A,NTN1,SMOC2,PDGFC,LAMB2,ENPP2
GO:0030334	regulation of cell migration	3.2272173106901845e-18	3.2272173106901845e-18	+1	SERPINE1,APOH,THBS1,NOG,HRG,FGF1,LBP,SEMA3F,FGF9,BMP2,TNN,FGF21,SFRP1,MYOC,ANXA1,VEGFC,CCL1,MMP7,ADAMTS1,CEMIP,SRPX2,BMP10,TNR,FGF5,FGF2,SEMA3G,CCBE1,CCN1,BMP4,WNT11,WNT5B,LAMA3,APP,LAMA5,PGF,PDGFA,CXCL14,PDGFB,VEGFB,HBEGF,IL34,CCL11,CCL24,ANGPTL3,WNT5A,NTN1,SMOC2,PDGFC,ENPP2
GO:2000145	regulation of cell motility	6.508978040848553e-18	6.508978040848553e-18	+1	SERPINE1,APOH,THBS1,NOG,TEX101,HRG,FGF1,LBP,SEMA3F,FGF9,BMP2,TNN,FGF21,SFRP1,MYOC,ANXA1,VEGFC,CCL1,MMP7,ADAMTS1,CEMIP,SRPX2,BMP10,TNR,FGF5,FGF2,SEMA3G,CCBE1,CCN1,BMP4,WNT11,WNT5B,LAMA3,APP,LAMA5,PGF,PDGFA,CXCL14,PDGFB,VEGFB,HBEGF,IL34,CCL11,CCL24,ANGPTL3,WNT5A,NTN1,SMOC2,PDGFC,ENPP2
GO:0032502	developmental process	7.103095521240957e-18	7.103095521240957e-18	+1	IFNA9,SFRP5,CRTAC1,APOA5,SERPINE1,LEP,APOH,BMP3,MUP20,SERPINF2,CELA1,THBS1,FSTL3,HAMP,MSLN,ADAMTS5,PZP,HAPLN3,NOG,PLG,SPATA20,HRG,FGF1,GDNF,PRL3C1,METRN,GPC1,OLFM1,DKKL1,SEMA3F,CCK,FGF9,BMP2,CXCL1,CRYAB,SPOCK1,DKK4,OTOL1,MFGE8,BMP6,TNN,FGF21,CHAD,REG3G,AGR2,SFRP1,FAM20C,MYOC,ADAMTSL2,IL17D,ANXA1,SLIT1,SLIT3,SMOC1,STC2,REG1,PTH,MMP24,VEGFC,EGFLAM,MGP,MMP13,TG,ADAMTS1,MUG1,FSTL4,OLFM4,SRPX2,BMP10,TNR,FGF5,AZGP1,WNT9A,FGF2,WFIKKN2,SEMA3G,CCBE1,MAPT,INHBB,ARG1,LGALS1,EPHB6,CCN1,SERPINE2,BMP4,WNT11,BMP5,WNT5B,BTC,LAMA3,MATN3,APP,WIF1,COMP,APOB,HSPG2,LAMA5,PGF,PDGFA,CXCL14,PKHD1,SPATA6,PDGFB,INHBA,KIRREL3,VEGFB,MATN2,GPC4,COL15A1,EDA,HBEGF,IL34,NGF,LAMB3,CCL11,COL4A2,CCL24,LOX,CDSN,TULP3,GSN,BCHE,ANGPTL3,NTN4,PCDH12,WNT5A,NTN1,BGN,ADAMTSL4,LTBP3,SMOC2,ANXA2,PDGFC,FBLN5,SPARCL1,LAMB2,CRISPLD2,ENPP2,BAG6,BGLAP2
GO:0040012	regulation of locomotion	7.769391234742159e-18	7.769391234742159e-18	+1	SERPINE1,APOH,THBS1,NOG,TEX101,HRG,FGF1,LBP,SEMA3F,FGF9,BMP2,TNN,FGF21,SFRP1,MYOC,ANXA1,SLIT1,VEGFC,CCL1,MMP7,ADAMTS1,CEMIP,SRPX2,BMP10,TNR,FGF5,FGF2,SEMA3G,CCBE1,CCN1,BMP4,WNT11,WNT5B,LAMA3,APP,LAMA5,PGF,PDGFA,CXCL14,PDGFB,VEGFB,HBEGF,IL34,CCL11,CCL24,ANGPTL3,WNT5A,NTN1,SMOC2,PDGFC,ENPP2
GO:0010466	negative regulation of peptidase activity	2.005984072685327e-17	2.005984072685327e-17	+1	SERPINA1D,SERPINE1,TIMP4,AMBP,SERPINF2,THBS1,SERPINA9,PZP,SERPINA1F,HRG,KNG1,WFDC9,ITIH1,CRYAB,SPOCK1,R3HDML,FETUB,KNG2,MUG1,WFDC13,WNT9A,WFIKKN2,ITIH5,SERPINE2,APP,ITIH2,NGF,TIMP3,ANXA2
GO:0006508	proteolysis	2.6347160045570974e-17	2.6347160045570974e-17	+1	SERPINA1D,SERPINE1,PRSS39,APOH,TIMP4,AMBP,SERPINF2,CNDP1,CELA1,THBS1,SERPINA9,WAP,ADAMTS5,CPA2,PZP,HABP2,SERPINA1F,PLG,HRG,KNG1,CPN1,PRSS29,MMEL1,WFDC9,ITIH1,CCK,CRYAB,CPA5,HTRA4,SPOCK1,R3HDML,PRSS54,MMP24,FGB,MMP13,FETUB,KNG2,MMP7,ADAMTS1,MUG1,RBP3,WFDC13,WNT9A,WFIKKN2,CCBE1,CCN1,ITIH5,CPXM2,SERPINE2,KLKB1,APP,CFI,ADAMDEC1,PRSS27,COMP,F5,ITIH2
GO:0051094	positive regulation of developmental process	3.0893615272323386e-17	3.0893615272323386e-17	+1	SERPINE1,LEP,MUP20,SERPINF2,CELA1,THBS1,HAMP,NOG,FGF1,GDNF,PRL3C1,METRN,GPC1,OLFM1,DKKL1,FGF9,BMP2,BMP6,TNN,AGR2,SFRP1,FAM20C,MYOC,ANXA1,REG1,PTH,VEGFC,OLFM4,SRPX2,BMP10,WNT9A,FGF2,CCBE1,MAPT,CCN1,SERPINE2,BMP4,WNT11,BMP5,WNT5B,BTC,APP,WIF1,APOB,PGF,PDGFB,INHBA,VEGFB,IL34,NGF,CCL11,CCL24,ANGPTL3,WNT5A,NTN1,LTBP3,SMOC2,LAMB2,ENPP2
GO:0006935	chemotaxis	4.4442353834005806e-17	4.4442353834005806e-17	+1	SERPINE1,SAA3,THBS1,NOG,HRG,FGF1,LBP,GDNF,SEMA3F,CXCL1,ANXA1,SLIT1,SLIT3,VEGFC,CCL1,FGF2,SEMA3G,EPHB6,CCN1,BMP4,LAMA3,APP,LAMA5,PGF,PDGFA,CXCL14,PDGFB,VEGFB,MATN2,HBEGF,IL34,CCL11,CCL24,LOX,WNT5A,NTN1,SMOC2,LAMB2,ENPP2
GO:0042330	taxis	4.978314075314519e-17	4.978314075314519e-17	+1	SERPINE1,SAA3,THBS1,NOG,HRG,FGF1,LBP,GDNF,SEMA3F,CXCL1,ANXA1,SLIT1,SLIT3,VEGFC,CCL1,FGF2,SEMA3G,EPHB6,CCN1,BMP4,LAMA3,APP,LAMA5,PGF,PDGFA,CXCL14,PDGFB,VEGFB,MATN2,HBEGF,IL34,CCL11,CCL24,LOX,WNT5A,NTN1,SMOC2,LAMB2,ENPP2
GO:2000147	positive regulation of cell motility	5.592606021551633e-17	5.592606021551633e-17	+1	SERPINE1,THBS1,FGF1,LBP,SEMA3F,FGF9,BMP2,MYOC,ANXA1,VEGFC,CCL1,MMP7,ADAMTS1,CEMIP,SRPX2,FGF2,SEMA3G,CCBE1,CCN1,BMP4,WNT11,WNT5B,APP,PGF,PDGFA,CXCL14,PDGFB,VEGFB,HBEGF,IL34,CCL11,CCL24,ANGPTL3,WNT5A,NTN1,SMOC2,PDGFC,ENPP2
GO:0070848	response to growth factor	8.433893911725276e-17	8.433893911725276e-17	+1	SFRP5,THBS1,FSTL3,NOG,HRG,FGF1,GDNF,GPC1,FGF9,SFTPA1,BMP2,BMP6,FGF21,SFRP1,FAM20C,ADAMTSL2,ANXA1,PTH,VEGFC,BMP10,FGF5,LTBP4,FGF2,WFIKKN2,CCBE1,ARG1,CCN1,BMP4,BMP5,APP,COMP,PGF,PDGFA,PDGFB,VEGFB,NGF,COL4A2,LOX,WNT5A,LTBP3,SMOC2
GO:0051241	negative regulation of multicellular organismal process	8.864768506045233e-17	8.864768506045233e-17	+1	SERPINE1,LEP,APOH,SERPINF2,THBS1,FSTL3,HAMP,ADAMTS5,NOG,PLG,HRG,KNG1,LBP,SEMA3F,CCK,BMP2,DKK4,REG3G,SFRP1,IL17D,ANXA1,SLIT1,STC2,PTH,FGB,KNG2,ADAMTS1,FSTL4,BMP10,TNR,WNT9A,FGF2,SEMA3G,INHBB,ARG1,SERPINE2,BMP4,WNT11,KLKB1,APP,PDGFA,PDGFB,INHBA,CCL11,COL4A2,WNT5A,NTN1,LTBP3,ANXA2,FBLN5
GO:0030335	positive regulation of cell migration	9.194194329779263e-17	9.194194329779263e-17	+1	SERPINE1,THBS1,FGF1,LBP,SEMA3F,FGF9,BMP2,MYOC,ANXA1,VEGFC,CCL1,MMP7,ADAMTS1,CEMIP,SRPX2,FGF2,SEMA3G,CCBE1,CCN1,BMP4,WNT11,WNT5B,APP,PGF,PDGFA,CXCL14,PDGFB,VEGFB,HBEGF,IL34,CCL11,CCL24,ANGPTL3,WNT5A,SMOC2,PDGFC,ENPP2
GO:0031589	cell-substrate adhesion	9.207614623402887e-17	9.207614623402887e-17	+1	SERPINE1,THBS1,MSLN,PLG,HRG,OTOA,SPOCK1,TNN,AGR2,SFRP1,MYOC,NID2,TECTA,VWA2,FGB,EGFLAM,OLFM4,LGALS1,CCN1,LAMA5,PKHD1,PDGFB,EDA,LAMB3,ANGPTL3,NTN4,SMOC2,FBLN2,LAMB2,CCDC80,ENPP2
