"EnrichmentMap::Colouring (mat_d_en)","EnrichmentMap::ES (mat_d_en)","EnrichmentMap::fdr_qvalue (mat_d_en)","EnrichmentMap::fwer_qvalue (mat_d_en)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (mat_d_en)","EnrichmentMap::pvalue (mat_d_en)","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","selected","shared name"
"0.9998550074761517",,"1.4499252384823382E-4",,"SOSTDC1|EMILIN1|NOG|GREM1|ADAMTS7|TFPI|TGFB2|IGF2|SMOC2|CHRDL1|AGT|EDN1|GREM2|PDGFA|COL1A2|HYAL1|YBX1|NBL1|WNT5A|CALR|SDCBP|FURIN|NPNT|ASPN|PCSK9|HSP90AB1","cellular response to endogenous stimulus","26","ENR","GO:0071495","1.0","1.4499252384823382E-4","Cluster 1","Clustered","68.46145552560647","GO:0071495","false","GO:0071495"
"0.9849739319286622",,"0.015026068071337809",,"DEFA17|CXCL14|MASP1|CFD|SPON2|DEFA24|TRF|DEFA30|REG3B|COLEC10|NPY","humoral immune response","11","ENR","GO:0006959","1.0","0.015026068071337809","Cluster 3","Clustered","23.0","GO:0006959","false","GO:0006959"
"0.9994294146553873",,"5.705853446127128E-4",,"HNRNPA2B1|PTN|TCP1|CALU|EDN3|GREM1|IGFBP3|TFPI|TGFB2|CEMIP|IGF2|SNCA|KITL|SERPINI1|ANGPT1|AGT|EDN1|VTN|PDGFA|SDC4|CAP2|GPI1|ACRBP|WNT5A|FURIN|MGAT5|NPNT|WFDC1|PCSK1N|ITIH4|APOC1|SCG5|HSP90AB1","regulation of catalytic activity","33","ENR","GO:0050790","1.0","5.705853446127128E-4","Cluster 1","Clustered","68.12788353863382","GO:0050790","false","GO:0050790"
"0.9933905830271932",,"0.006609416972806806",,"SCG2|WFDC1|LAMA5|SPARC|IGF2|PTN|WNT5A|NOG|EMC10|THBS4|TGFB2|HYAL1","regulation of epithelial cell proliferation","12","ENR","GO:0050678","1.0","0.006609416972806806","Cluster 2","Clustered","54.78846153846153","GO:0050678","false","GO:0050678"
"0.9779059997170109",,"0.022094000282989183",,"SDC4|IL4RA|EDN3|IGFBP3|NELL2|CPE|TGFB2|SNCA|CHGA|VGF|GAL|AGT|GRP|EDN1|SCG5","export from cell","15","ENR","GO:0140352","1.0","0.022094000282989183","Cluster 4","Clustered","40.6221198156682","GO:0140352","false","GO:0140352"
"0.9999999004950316",,"9.950496838184172E-8",,"SCG2|CHGA|EMILIN1|IL17B|KITL|CD9|EDN3|GREM1|JAM3|EDN1|THBS4|TGFB2","myeloid leukocyte migration","12","ENR","GO:0097529","1.0","9.950496838184172E-8","Cluster 2","Clustered","60.52421052631579","GO:0097529","false","GO:0097529"
"0.9957887557064445",,"0.0042112442935554875",,"PTN|WNT5A|NOG|TNC|EDN3|TGFB2|CHL1|FSTL4|LAMA5|ACHE|ARTN|EDN1|HSP90AB1","axon development","13","ENR","GO:0061564","1.0","0.0042112442935554875","Cluster 2","Clustered","63.8047730829421","GO:0061564","false","GO:0061564"
"0.9895529412188878",,"0.010447058781112168",,"GAL|PCSK9|IGFBP3|AGT|LIPG|EDN1|APOC1","regulation of lipid localization","7","ENR","GO:1905952","1.0","0.010447058781112168","Cluster 5","Clustered","37.39607843137255","GO:1905952","false","GO:1905952"
"0.9954423949880252",,"0.004557605011974738",,"SDC4|SNCA|IL4RA|EDN3|GAL|AGT|GRP|EDN1|NELL2|TGFB2","positive regulation of secretion by cell","10","ENR","GO:1903532","1.0","0.004557605011974738","Cluster 2","Clustered","52.58974358974359","GO:1903532","false","GO:1903532"
"0.9915911743694432",,"0.008408825630556758",,"SDC4|IL4RA|EDN3|IGFBP3|NELL2|TGFB2|SNCA|CHGA|GAL|AGT|GRP|EDN1|SCG5","regulation of secretion by cell","13","ENR","GO:1903530","1.0","0.008408825630556758","Cluster 2","Clustered","56.412072434607644","GO:1903530","false","GO:1903530"
"0.9999982075355948",,"1.7924644052344042E-6",,"SCG2|FGL2|CXCL14|PTN|IL4RA|EMILIN1|TNFRSF11B|PRXL2A|EDN3|GREM1|TRF|DEFA30|COLEC10|THBS4|TGFB2|IGF2|SNCA|CCN4|ARTN|KITL|CD9|JAM3|ANGPT1|EDN1|VTN|SDC4|GPI1|NBL1|WNT5A|CALR|DEFA24|REG3B|MASP1|CHGA|CFD|IL17B|SPON2|IDE|GAL|GRP|NPY","immune system process","41","ENR","GO:0002376","1.0","1.7924644052344042E-6","Cluster 1","Clustered","66.63191659983961","GO:0002376","false","GO:0002376"
"0.9999460020284813",,"5.3997971518732614E-5",,"CCN4|WNT5A|NOG|COL27A1|CHADL|GREM1|ADAMTS7|PKDCC|EDN1|SCUBE2|TGFB2|HYAL1","connective tissue development","12","ENR","GO:0061448","1.0","5.3997971518732614E-5","Cluster 4","Clustered","42.66917293233083","GO:0061448","false","GO:0061448"
"0.9999823153529755",,"1.7684647024436462E-5",,"SCG2|SOSTDC1|TMEM25|EMILIN1|NOG|EDN3|GREM1|IGFBP3|TGFB2|DKK3|DKK2|SNCA|CHRDL1|AGT|EDN1|GREM2|YBX1|NBL1|WNT5A|CALR|FSTL4|CHGA|ASPN|PCSK9|NOTUM|HSP90AB1","negative regulation of signaling","26","ENR","GO:0023057","1.0","1.7684647024436462E-5","Cluster 1","Clustered","64.95726495726495","GO:0023057","false","GO:0023057"
"0.9969361377365088",,"0.0030638622634912172",,"SCG2|IL17B|EDN3|JAM3|EDN1|THBS4|TGFB2","granulocyte migration","7","ENR","GO:0097530","1.0","0.0030638622634912172","Cluster 2","Clustered","53.370233246945574","GO:0097530","false","GO:0097530"
"0.9999998056197937",,"1.943802062893053E-7",,"PTN|SCGN|NOG|ZBED3|EDN3|GREM1|IGFBP3|TGFB2|IGF2|DKK2|SNCA|CCN4|KITL|SMOC2|ANGPT1|AGT|EDN1|RSPO3|PDGFA|TNFRSF19|WNT5A|CALR|SDCBP|FURIN|EMC10|MGAT5|CD63|NELL2|SCUBE2|NPNT|CHGA|C1QTNF2|GAL|GRP|HSP90AB1|NPY","positive regulation of signaling","36","ENR","GO:0023056","1.0","1.943802062893053E-7","Cluster 1","Clustered","70.77622377622377","GO:0023056","false","GO:0023056"
"0.9999999979090007",,"2.090999284723931E-9",,"SCG2|PTN|SCGN|EMILIN1|NOG|EDN3|GREM1|POSTN|IGFBP3|TGFB2|IGF2|SNCA|CCN4|KITL|SMOC2|ANGPT1|AGT|EDN1|PDGFA|NBL1|WNT5A|CALR|SDCBP|FURIN|EMC10|MGAT5|CD63|SCUBE2|NPNT|FSTL4|ACHE|CHGA|ASPN|GAL|PCSK9|NOTUM|GRP|HSP90AB1|NPY|SOSTDC1|TMEM25|ZBED3|DKK3|DKK2|VGF|CHRDL1|SEZ6|GREM2|RSPO3|YBX1|TNFRSF19|NELL2|C1QTNF2|SCG5","regulation of signaling","54","ENR","GO:0023051","1.0","2.090999284723931E-9","Cluster 1","Clustered","75.44700829088004","GO:0023051","false","GO:0023051"
"0.994343667667076",,"0.005656332332923901",,"NPNT|SDC4|LAMA5|SOSTDC1|NOG|TNC|GREM1|ANGPT1|AGT|EDN1|RSPO3|TGFB2","morphogenesis of an epithelium","12","ENR","GO:0002009","1.0","0.005656332332923901","Cluster 1","Clustered","77.60201902543196","GO:0002009","false","GO:0002009"
"0.9999999965769311",,"3.4230688995335288E-9",,"SPARC|SOSTDC1|NBL1|WNT5A|EMILIN1|NOG|SDCBP|FURIN|GREM1|ADAMTS7|CD63|TGFB2|NPNT|ASPN|SMOC2|ANGPT1|CHRDL1|AGT|EDN1|GREM2|HSP90AB1|PDGFA|COL1A2|HYAL1","cellular response to growth factor stimulus","24","ENR","GO:0071363","1.0","3.4230688995335288E-9","Cluster 1","Clustered","71.17104986324426","GO:0071363","false","GO:0071363"
"0.9999999992189073",,"7.810926928886065E-10",,"SCG2|CXCL14|PTN|SCGN|SST|EMILIN1|NOG|TNC|EDN3|GREM1|POSTN|IGFBP3|TRF|TAFA5|THBS4|TGFB2|LAMA5|IGF2|SNCA|CCN4|ARTN|KITL|SMOC2|JAM3|ANGPT1|AGT|EDN1|PDGFA|GPI1|SCUBE2|CPE|NPNT|FSTL4|CBLN2|ACHE|CHGA|ASPN|IL17B|GAL|GFRA4|PCSK9|NOTUM|GRP|HSP90AB1|NPY|SOSTDC1|IL4RA|TMEM25|TNFRSF11B|ZBED3|DKK3|DKK2|NRTN|VGF|CHRDL1|SEZ6|GREM2|RSPO3|COL1A2|DHH|CAP2|SPARCL1|TNFRSF19|NELL2|PCSK1N|MASP1|CFD|CALCB|FIBIN|ANGPTL1|VIP|SCG5","signaling","72","ENR","GO:0023052","1.0","7.810926928886065E-10","Cluster 1","Clustered","75.04202777001211","GO:0023052","false","GO:0023052"
"0.9838703006281467",,"0.016129699371853306",,"IGF2|CCN4|NOG|COL27A1|AGT|EDN1|TGFB2","organ growth","7","ENR","GO:0035265","1.0","0.016129699371853306","Cluster 1","Clustered","72.42857142857143","GO:0035265","false","GO:0035265"
"0.9991642472463643",,"8.357527536356868E-4",,"SDCBP|GREM1|PCSK9|ANGPT1|CD63|TRF|APOC1|VTN","regulation of receptor-mediated endocytosis","8","ENR","GO:0048259","1.0","8.357527536356868E-4","Cluster 5","Clustered","39.61945031712474","GO:0048259","false","GO:0048259"
"0.9800262531026771",,"0.019973746897322873",,"EMILIN1|NOG|GREM1|TGFB2","pathway-restricted SMAD protein phosphorylation","4","ENR","GO:0060389","1.0","0.019973746897322873","Cluster 1","Clustered","74.63095238095238","GO:0060389","false","GO:0060389"
"0.9996780000187008",,"3.219999812992757E-4",,"SCG2|TNFRSF19|WNT5A|EMILIN1|EDN3|EMC10|IGFBP3|TRF|TGFB2|NPNT|IGF2|C1QTNF2|KITL|KARS|ANGPT1|AGT|EDN1|PDGFA|NPY","MAPK cascade","19","ENR","GO:0000165","1.0","3.219999812992757E-4","Cluster 1","Clustered","74.33947368421053","GO:0000165","false","GO:0000165"
"0.999999998307905",,"1.6920950722876715E-9",,"SCG2|CXCL14|PTN|NBL1|WNT5A|CALR|NOG|EDN3|GREM1|COLEC10|THBS4|TGFB2|CHL1|LAMA5|CHGA|ARTN|IL17B|SMOC2|JAM3|ANGPT1|EDN1|PDGFA","chemotaxis","22","ENR","GO:0006935","1.0","1.6920950722876715E-9","Cluster 2","Clustered","57.134955752212385","GO:0006935","false","GO:0006935"
"0.9996096611635055",,"3.9033883649450875E-4",,"SOSTDC1|NBL1|GREM1|GREM2","determination of dorsal identity","4","ENR","GO:0048263","1.0","3.9033883649450875E-4","Cluster 4","Clustered","45.47402597402598","GO:0048263","false","GO:0048263"
"0.9996096611635055",,"3.9033883649450875E-4",,"SOSTDC1|NBL1|GREM1|GREM2","determination of dorsal/ventral asymmetry","4","ENR","GO:0048262","1.0","3.9033883649450875E-4","Cluster 4","Clustered","45.47402597402598","GO:0048262","false","GO:0048262"
"0.9995725883216111",,"4.274116783888611E-4",,"MMP17|NPNT|SDC4|LAMA5|WNT5A|NOG|GREM1|PCSK9|ANGPT1|AGT|PDGFA|TGFB2","renal system development","12","ENR","GO:0072001","1.0","4.274116783888611E-4","Cluster 1","Clustered","74.90294075039837","GO:0072001","false","GO:0072001"
"0.9554850298132402",,"0.04451497018675975",,"NPNT|LAMA5|NOG|GREM1|ANGPT1|AGT","nephron development","6","ENR","GO:0072006","1.0","0.04451497018675975","Cluster 1","Clustered","69.72006102212052","GO:0072006","false","GO:0072006"
"0.9977172191284992",,"0.002282780871500764",,"GREM1|PCSK9|ANGPT1|CD63|TRF|VTN","positive regulation of receptor-mediated endocytosis","6","ENR","GO:0048260","1.0","0.002282780871500764","Cluster 4","Clustered","44.188235294117646","GO:0048260","false","GO:0048260"
"0.9999999871959286",,"1.2804071354470991E-8",,"DEFA17|CXCL14|PTN|SST|EMILIN1|NOG|TNC|TRF|TAFA5|THBS4|TGFB2|IGF2|SNCA|CCN4|CD9|SMOC2|JAM3|AGT|EDN1|VTN|PDGFA|HYAL1|SDC4|GPI1|WNT5A|CALR|EMC10|DEFA24|CHGA|IL17B|SPON2|GAL|PCSK9|GRP|HSP90AB1|NPY|FGL2|IL4RA|TFPI|DEFA30|COLEC10|CHL1|HSPA1A|VGF|YBX1|TNFRSF19|ADAMTS4|VWA1|REG3B|ZG16|WFDC1|PCSK1N|MASP1|CFD|CLCA1|ITIH4","response to stress","56","ENR","GO:0006950","1.0","1.2804071354470991E-8","Cluster 2","Clustered","52.96801202232718","GO:0006950","false","GO:0006950"
"0.9543780788403006",,"0.045621921159699465",,"GAL|TGFB2","regulation of timing of catagen","2","ENR","GO:0051794","1.0","0.045621921159699465","Cluster 4","Clustered","43.45384615384616","GO:0051794","false","GO:0051794"
"0.97715730418335",,"0.02284269581664996",,"GAL|TGFB2","positive regulation of timing of catagen","2","ENR","GO:0051795","1.0","0.02284269581664996","Cluster 4","Clustered","43.45384615384616","GO:0051795","false","GO:0051795"
"0.9999903135686707",,"9.686431329219527E-6",,"SCG2|SPARC|PTN|EMILIN1|NOG|GREM1|HSPB6|TAFA5|THBS4|CPE|TGFB2|IGF2|CCN4|SMOC2|COL8A2|JAM3|ANGPT1|AGT|EDN1|RSPO3|COL1A2|HYAL1","circulatory system development","22","ENR","GO:0072359","1.0","9.686431329219527E-6","Cluster 2","Clustered","61.690481522956325","GO:0072359","false","GO:0072359"
"1.0",,"1.2456292532262097E-18",,"CXCL14|PTN|SST|EMILIN1|NOG|TNC|EDN3|GREM1|POSTN|IGFBP3|TRF|TAFA5|THBS4|TGFB2|CEMIP|LAMA5|IGF2|CCN4|KITL|CD9|SMOC2|JAM3|ANGPT1|AGT|EDN1|VTN|PDGFA|HYAL1|SDC4|SPARC|GPI1|NBL1|WNT5A|CALR|SDCBP|FURIN|EMC10|MGAT5|CD63","regulation of cell motility","39","ENR","GO:2000145","1.0","1.2456292532262097E-18","Cluster 1","Clustered","74.70306548158896","GO:2000145","false","GO:2000145"
"0.9514620512256468",,"0.04853794877435326",,"SDC4|FGL2|SPARCL1|IL4RA|EMILIN1|COLEC10|THBS4|TGFB2|NPNT|LAMA5|IGF2|KITL|CD9|JAM3","cell-cell adhesion","14","ENR","GO:0098609","1.0","0.04853794877435326","Cluster 4","Clustered","41.36702127659574","GO:0098609","false","GO:0098609"
"0.9544520791373149",,"0.0455479208626851",,"WNT5A|GAL|TGFB2","positive regulation of hair follicle development","3","ENR","GO:0051798","1.0","0.0455479208626851","Cluster 4","Clustered","44.98958333333333","GO:0051798","false","GO:0051798"
"0.9561871851813923",,"0.04381281481860768",,"WNT5A|TNFRSF11B|NOG|GREM1|AGT|EDN1","regulation of animal organ morphogenesis","6","ENR","GO:2000027","1.0","0.04381281481860768","Cluster 1","Clustered","74.35916542473919","GO:2000027","false","GO:2000027"
"0.9999999997239734",,"2.760266054914226E-10",,"LGI4|FGL2|PTN|IL4RA|EMILIN1|TNFRSF11B|NOG|ZBED3|PRXL2A|CHADL|GREM1|ADAMTS7|PKDCC|TRF|TAFA5|THBS4|TGFB2|LAMA5|IGF2|CCN4|KITL|SMOC2|AGT|EDN1|HYAL1|SPARC|WNT5A|HSPB6|FSTL4|CBLN2|ACHE|ASPN|GAL|NOTUM","regulation of multicellular organismal development","34","ENR","GO:2000026","1.0","2.760266054914226E-10","Cluster 2","Clustered","55.81284403669725","GO:2000026","false","GO:2000026"
"0.9999999999999718",,"2.822646891267528E-14",,"CXCL14|PTN|EDN3|POSTN|TRF|THBS4|TGFB2|CEMIP|IGF2|CCN4|KITL|SMOC2|JAM3|ANGPT1|AGT|EDN1|VTN|PDGFA|HYAL1|SPARC|GPI1|WNT5A|CALR|SDCBP|FURIN|EMC10|MGAT5","positive regulation of cell motility","27","ENR","GO:2000147","1.0","2.822646891267528E-14","Cluster 1","Clustered","74.20664869721475","GO:2000147","false","GO:2000147"
"0.9993518133748254",,"6.481866251746596E-4",,"NPNT|SDC4|LAMA5|SOSTDC1|WNT5A|NOG|TNC|GREM1|ANGPT1|AGT|EDN1|TGFB2","epithelial tube morphogenesis","12","ENR","GO:0060562","1.0","6.481866251746596E-4","Cluster 1","Clustered","77.33133358330208","GO:0060562","false","GO:0060562"
"0.9770643356936864",,"0.022935664306313604",,"WNT5A|NOG|GREM1|AGT|CPE","regulation of morphogenesis of a branching structure","5","ENR","GO:0060688","1.0","0.022935664306313604","Cluster 1","Clustered","73.94605263157895","GO:0060688","false","GO:0060688"
"0.9999996741509349",,"3.258490650458679E-7",,"SOSTDC1|NBL1|WNT5A|EMILIN1|NOG|SDCBP|FURIN|GREM1|TGFB2|NPNT|ASPN|CHRDL1|GREM2|HSP90AB1","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","14","ENR","GO:0090092","1.0","3.258490650458679E-7","Cluster 2","Clustered","56.216133942161335","GO:0090092","false","GO:0090092"
"0.9595309304897787",,"0.040469069510221334",,"NPNT|SDCBP|FURIN|HSP90AB1","positive regulation of cellular response to transforming growth factor beta stimulus","4","ENR","GO:1903846","1.0","0.040469069510221334","Cluster 4","Clustered","44.82051282051282","GO:1903846","false","GO:1903846"
"0.9999998679842348",,"1.320157651902985E-7",,"SCG2|CXCL14|PTN|NBL1|WNT5A|CALR|EDN3|GREM1|THBS4|TGFB2|CHGA|IL17B|SMOC2|JAM3|EDN1","cell chemotaxis","15","ENR","GO:0060326","1.0","1.320157651902985E-7","Cluster 2","Clustered","62.85344827586207","GO:0060326","false","GO:0060326"
"0.9951560175631149",,"0.004843982436885157",,"SOSTDC1|NBL1|WNT5A|NOG|GREM1|CHRDL1|GREM2|TGFB2","BMP signaling pathway","8","ENR","GO:0030509","1.0","0.004843982436885157","Cluster 2","Clustered","53.27582159624413","GO:0030509","false","GO:0030509"
"0.956040417675694",,"0.04395958232430598",,"LAMA5|NRTN|KITL|EDN3|EDN1","neural crest cell differentiation","5","ENR","GO:0014033","1.0","0.04395958232430598","Cluster 7","Clustered","50.857442348008384","GO:0014033","false","GO:0014033"
"0.9771952463743779",,"0.022804753625622076",,"LAMA5|NRTN|KITL|EDN3|EDN1","neural crest cell development","5","ENR","GO:0014032","1.0","0.022804753625622076","Cluster 7","Clustered","50.857442348008384","GO:0014032","false","GO:0014032"
"0.9915011019150586",,"0.00849889808494143",,"NPNT|LAMA5|NOG|GREM1|AGT","ureteric bud morphogenesis","5","ENR","GO:0060675","1.0","0.00849889808494143","Cluster 1","Clustered","75.81055900621118","GO:0060675","false","GO:0060675"
"0.9996430727154304",,"3.569272845695977E-4",,"ACHE|SNCA|SDCBP|CD9|GREM1|PCSK9|ANGPT1|CD63|TRF|APOC1|VTN","receptor-mediated endocytosis","11","ENR","GO:0006898","1.0","3.569272845695977E-4","Cluster 4","Clustered","40.82663847780127","GO:0006898","false","GO:0006898"
"0.9997250587172815",,"2.749412827185031E-4",,"NPNT|WNT5A|EMILIN1|ASPN|SDCBP|FURIN|EDN1|HSP90AB1|PDGFA|COL1A2|TGFB2","cellular response to transforming growth factor beta stimulus","11","ENR","GO:0071560","1.0","2.749412827185031E-4","Cluster 2","Clustered","54.65819209039548","GO:0071560","false","GO:0071560"
"0.9997127044385593",,"2.8729556144068747E-4",,"CHGA|VGF|EDN3|GAL|IGFBP3|AGT|GRP|EDN1|NELL2|SCG5|CPE","hormone transport","11","ENR","GO:0009914","1.0","2.8729556144068747E-4","Cluster 5","Clustered","32.34330011074197","GO:0009914","false","GO:0009914"
"0.997203900975949",,"0.002796099024051012",,"GPI1|PTN|NOG|FURIN|CALU|MGAT5|TFPI|TGFB2|WFDC1|DKK3|PCSK1N|DKK2|SNCA|SERPINI1|PCSK9|AGT|GRP|ITIH4|APOC1|VTN|SCG5","negative regulation of molecular function","21","ENR","GO:0044092","1.0","0.002796099024051012","Cluster 8","Seed","20.095384615384614","GO:0044092","false","GO:0044092"
"0.9991423788491611",,"8.5762115083889E-4",,"SPARC|PTN|EMILIN1|AGT|TAFA5|THBS4|TGFB2","negative regulation of blood vessel morphogenesis","7","ENR","GO:2000181","1.0","8.5762115083889E-4","Cluster 2","Clustered","53.5813492063492","GO:2000181","false","GO:2000181"
"0.99978259149295",,"2.1740850704995144E-4",,"EMILIN1|NOG|NGRN|EDN3|GREM1|FKRP|APOC3|TINAGL1|IGFBP3|QPCT|MGAT4A|THBS4|PCYOX1L|TGFB2|XYLT2|CEMIP|TCN2|IGF2|SNCA|KITL|ANGPT1|AGT|EDN1|VTN|PDGFA|HYAL1|SDC4|GPI1|WNT5A|CALR|SDCBP|FURIN|MGAT5|LIPG|CPE|CHGA|PCSK9|NOTUM|APOC1|HSP90AB1|NPY|ZBED3|ADAMTS7|PKDCC|TFPI|ABCD1|COLEC10|MMP17|HSPA1A|SERPINI1|DHH|YBX1|ACRBP|ADAMTS8|ADAMTS17|ADAMTS4|REG3B|ITLN1|WFDC1|PCSK1N|MASP1|CFD|KARS|IDE|CLCA1|VIP|ITIH4|SCG5","organonitrogen compound metabolic process","68","ENR","GO:1901564","1.0","2.1740850704995144E-4","Cluster 1","Clustered","69.5559633027523","GO:1901564","false","GO:1901564"
"0.9719367673226537",,"0.028063232677346353",,"NBL1|GREM1|GREM2","extracellular regulation of signal transduction","3","ENR","GO:1900115","1.0","0.028063232677346353","Cluster 4","Clustered","46.0","GO:1900115","false","GO:1900115"
"0.9964961244782554",,"0.0035038755217445595",,"TNFRSF19|WNT5A|CALR|EDN3|EMC10|GREM1|IGFBP3|TGFB2|NPNT|IGF2|CHGA|C1QTNF2|KITL|ANGPT1|AGT|EDN1|HSP90AB1|PDGFA|NPY","positive regulation of intracellular signal transduction","19","ENR","GO:1902533","1.0","0.0035038755217445595","Cluster 1","Clustered","77.65249683944374","GO:1902533","false","GO:1902533"
"0.9999808299405006",,"1.917005949937242E-5",,"LGI4|PTN|NOG|TNC|EDN3|POSTN|THBS4|TGFB2|CHL1|HSPA1A|LAMA5|NRTN|ARTN|BRINP2|SERPINI1|CHRDL1|AGT|SEZ6|EDN1|SDC4|NBL1|WNT5A|CALR|FSTL4|ACHE|PCSK9|HSP90AB1|NPY","generation of neurons","28","ENR","GO:0048699","1.0","1.917005949937242E-5","Cluster 2","Clustered","63.26666666666667","GO:0048699","false","GO:0048699"
"0.9719367673226537",,"0.028063232677346353",,"NBL1|GREM1|GREM2","extracellular negative regulation of signal transduction","3","ENR","GO:1900116","1.0","0.028063232677346353","Cluster 4","Clustered","46.0","GO:1900116","false","GO:1900116"
