GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0048523	negative regulation of cellular process	4.6064911216409863e-10	4.6064911216409863e-10	+1	REG3B,SCG2,HSPB6,CXCL14,PTN,HSPA1A,DKK3,EMILIN1,FSTL4,NOG,TNC,EDN3,WFDC1,CHGA,GREM1,POSTN,ASPN,DKK2,GAL,IGFBP3,TAFA5,QSOX1,TGFB2,CEMIP,PCSK9,NOTUM,IGF2,SNCA,GRP,CCN4,APOC1,BRINP2,KITL,CD9,JAM3,HSP90AB1,NPY,ANGPT1,AGT,FGL2,EDN1,SOSTDC1,PDGFA,IL4RA,CHRDL1,TMEM25,GREM2,HYAL1,SDC4,SPARC,TNFRSF11B,CHL1,GPI1,ZBED3,CHADL,NBL1,ADAMTS7,PKDCC,YBX1,WNT5A,CALR,HDGF,SDCBP,FURIN,MGAT5,HNRNPA2B1,CD63,ABCD1
GO:0001503	ossification	6.262999172707891e-10	6.262999172707891e-10	+1	PTN,SCUBE2,NPNT,ACHE,NOG,GREM1,ASPN,IGFBP3,GFRA4,TGFB2,NOTUM,IGF2,CCN4,CHRDL1,COL1A2,DHH,ADAMTS7,PKDCC,WNT5A
GO:0023052	signaling	7.810926928886065e-10	7.810926928886065e-10	+1	SCG2,CAP2,CXCL14,CALCB,PTN,SCUBE2,CPE,SST,SPARCL1,NPNT,DKK3,EMILIN1,FSTL4,CBLN2,FIBIN,ACHE,NOG,ANGPTL1,TNC,EDN3,VIP,CHGA,GREM1,POSTN,ASPN,DKK2,NELL2,NRTN,PCSK1N,IL17B,GAL,IGFBP3,TRF,TAFA5,GFRA4,THBS4,TGFB2,VGF,SCG5,PCSK9,NOTUM,TNFRSF19,LAMA5,IGF2,SNCA,GRP,CCN4,ARTN,KITL,SMOC2,JAM3,HSP90AB1,NPY,SCGN,ANGPT1,MASP1,AGT,CFD,EDN1,SOSTDC1,PDGFA,IL4RA,CHRDL1,SEZ6,TMEM25,GREM2,RSPO3,COL1A2,TNFRSF11B,GPI1,DHH,ZBED3
GO:0048518	positive regulation of biological process	8.942599395367697e-10	8.942599395367697e-10	+1	DEFA24,REG3B,ITLN1,LIPG,SCG2,HSPB6,CXCL14,PTN,SCUBE2,HSPA1A,NPNT,EMILIN1,CBLN2,ACHE,NOG,TNC,EDN3,VIP,CHGA,COLEC10,ACRBP,GREM1,POSTN,DKK2,NELL2,IL17B,SPON2,GAL,IGFBP3,TRF,THBS4,TGFB2,CEMIP,PCSK9,TNFRSF19,IGF2,SNCA,GRP,CCN4,BRINP2,ARTN,KITL,SMOC2,JAM3,HSP90AB1,NPY,SCGN,SERPINI1,ANGPT1,MASP1,AGT,CFD,EDN1,VTN,PDGFA,IL4RA,RSPO3,HYAL1,SDC4,SPARC,GPI1,ZBED3,FBLN7,C1QTNF2,NBL1,PKDCC,YBX1,DEFA30,WNT5A,CALR,HDGF,SDCBP,FURIN,TCP1,EMC10,MGAT5,HNRNPA2B1,CD63,NGRN,ABCD1
GO:0032101	regulation of response to external stimulus	9.108549239794625e-10	9.108549239794625e-10	+1	SCG2,CXCL14,PTN,EMILIN1,TNC,EDN3,WFDC1,GREM1,TAFA5,THBS4,IGF2,SNCA,CCN4,ARTN,CD9,SMOC2,JAM3,NPY,MASP1,FGL2,EDN1,VTN,PDGFA,NBL1,TFPI,WNT5A,CALR
GO:0007154	cell communication	1.3267012760076286e-9	1.3267012760076286e-9	+1	SCG2,CAP2,CXCL14,CALCB,PTN,SCUBE2,CPE,SST,SPARCL1,NPNT,DKK3,EMILIN1,FSTL4,CBLN2,FIBIN,ACHE,NOG,ANGPTL1,TNC,EDN3,VIP,CHGA,GREM1,POSTN,ASPN,DKK2,NELL2,NRTN,PCSK1N,IL17B,GAL,IGFBP3,TRF,TAFA5,GFRA4,THBS4,TGFB2,VGF,SCG5,PCSK9,NOTUM,TNFRSF19,LAMA5,IGF2,SNCA,GRP,CCN4,ARTN,KITL,SMOC2,JAM3,HSP90AB1,NPY,SCGN,ANGPT1,MASP1,AGT,CFD,EDN1,SOSTDC1,PDGFA,IL4RA,CHRDL1,SEZ6,TMEM25,GREM2,RSPO3,COL1A2,TNFRSF11B,GPI1,DHH,ZBED3
GO:0035239	tube morphogenesis	1.4825200749328584e-9	1.4825200749328584e-9	+1	SCG2,HSPB6,PTN,NPNT,EMILIN1,NOG,TNC,GREM1,TAFA5,THBS4,TGFB2,LAMA5,IGF2,SMOC2,JAM3,COL8A2,ANGPT1,AGT,EDN1,SOSTDC1,RSPO3,HYAL1,SDC4,SPARC
GO:0001667	ameboidal-type cell migration	1.5877518568605475e-9	1.5877518568605475e-9	+1	PTN,EDN3,GREM1,NRTN,TGFB2,LAMA5,IGF2,KITL,SMOC2,ANGPT1,AGT,EDN1,HYAL1,SDC4,SPARC,GPI1,WNT5A,CALR,EMC10,CD63
GO:0050900	leukocyte migration	1.6390618769549586e-9	1.6390618769549586e-9	+1	SCG2,CXCL14,PTN,EMILIN1,EDN3,CHGA,GREM1,IL17B,THBS4,TGFB2,ARTN,KITL,CD9,JAM3,EDN1,NBL1,WNT5A,CALR
GO:0006935	chemotaxis	1.6920950722876715e-9	1.6920950722876715e-9	+1	SCG2,CXCL14,PTN,NOG,EDN3,CHGA,COLEC10,GREM1,IL17B,THBS4,TGFB2,LAMA5,ARTN,SMOC2,JAM3,ANGPT1,EDN1,PDGFA,CHL1,NBL1,WNT5A,CALR
GO:0042330	taxis	1.8038506239657468e-9	1.8038506239657468e-9	+1	SCG2,CXCL14,PTN,NOG,EDN3,CHGA,COLEC10,GREM1,IL17B,THBS4,TGFB2,LAMA5,ARTN,SMOC2,JAM3,ANGPT1,EDN1,PDGFA,CHL1,NBL1,WNT5A,CALR
GO:0023051	regulation of signaling	2.090999284723931e-9	2.090999284723931e-9	+1	SCG2,PTN,SCUBE2,NPNT,DKK3,EMILIN1,FSTL4,ACHE,NOG,EDN3,CHGA,GREM1,POSTN,ASPN,DKK2,NELL2,GAL,IGFBP3,TGFB2,VGF,SCG5,PCSK9,NOTUM,TNFRSF19,IGF2,SNCA,GRP,CCN4,KITL,SMOC2,HSP90AB1,NPY,SCGN,ANGPT1,AGT,EDN1,SOSTDC1,PDGFA,CHRDL1,SEZ6,TMEM25,GREM2,RSPO3,ZBED3,C1QTNF2,NBL1,YBX1,WNT5A,CALR,SDCBP,FURIN,EMC10,MGAT5,CD63
